id,state-compile-time,state-run-time,jdk-weave-time,jdk-run-compile,jdk-run-time,total-state-time(wo/JDK),total-state-time(w/JDK),total-state-time(w/JDK+DSI),only-dsi-time(seq)
00380,160.546,13.104,0,0,0,173.650,173.650,387.909,214.259
00381,158.202,15.736,0,0,0,173.938,173.938,173.938,111.351
00382,159.682,16.516,0,0,0,176.198,176.198,176.198,230.540
00383,154.262,17.219,0,0,0,171.481,171.481,171.481,328.759
00384,155.805,16.207,156.447,21.071,6.068,172.012,355.598,376.511,20.913
00385,168.485,14.989,0,0,0,183.474,183.474,183.474,219.801
00386,157.270,15.646,0,0,0,172.916,172.916,172.916,232.334
00387,159.026,16.422,0,0,0,175.448,175.448,175.448,220.086
00388,156.325,16.034,0,0,0,172.359,172.359,172.359,21.874
00389,156.707,14.405,0,0,0,171.112,171.112,171.112,232.375
00390,157.651,16.109,179.737,77.209,13.628,173.760,444.334,467.207,22.873
00391,157.247,15.520,0,0,0,172.767,172.767,172.767,22.186
00392,157.584,14.336,0,0,0,171.920,171.920,171.920,219.376
00393,159.791,13.741,0,0,0,173.532,173.532,173.532,20.210
00394,154.826,14.581,0,0,0,169.407,169.407,169.407,220.765
00395,158.595,18.319,0,0,0,176.914,176.914,176.914,229.639
00396,157.897,13.660,157.220,20.907,5.010,171.557,354.694,571.582,216.888
00397,155.304,17.634,0,0,0,172.938,172.938,172.938,218.637
00398,156.047,13.972,0,0,0,170.019,170.019,170.019,219.107
00399,154.231,16.187,0,0,0,170.418,170.418,170.418,116.512
00400,155.263,22.388,0,0,0,177.651,177.651,177.651,227.931
00401,160.848,14.770,0,0,0,175.618,175.618,194.896,19.278
00402,163.483,11.687,0,0,0,175.170,175.170,175.170,215.814
00403,156.287,13.701,0,0,0,169.988,169.988,393.205,223.217
00404,152.928,16.788,0,0,0,169.716,169.716,169.716,221.074
00405,157.378,14.287,0,0,0,171.665,171.665,171.665,20.509
00406,159.093,12.952,0,0,0,172.045,172.045,378.293,206.248
00407,159.746,12.082,0,0,0,171.828,171.828,171.828,19.412
00408,151.644,22.866,0,0,0,174.510,174.510,174.510,17.371
00409,155.394,14.270,0,0,0,169.664,169.664,383.991,214.327
00410,149.908,23.365,0,0,0,173.273,173.273,173.273,19.323
00411,151.535,19.084,0,0,0,170.619,170.619,170.619,221.861
00412,156.451,19.539,0,0,0,175.990,175.990,384.844,208.854
00413,150.519,24.512,0,0,0,175.031,175.031,175.031,217.953
00414,154.552,18.514,0,0,0,173.066,173.066,173.066,199.819
00415,158.417,17.967,0,0,0,176.384,176.384,176.384,212.687
00416,161.468,16.195,0,0,0,177.663,177.663,177.663,111.097
00417,151.005,20.624,0,0,0,171.629,171.629,171.629,221.500
00418,151.022,19.749,0,0,0,170.771,170.771,170.771,337.984
00419,163.187,15.867,0,0,0,179.054,179.054,179.054,350.044
00420,162.284,16.179,0,0,0,178.463,178.463,178.463,336.970
00422,161.270,15.071,0,0,0,176.341,176.341,176.341,5874.541
00423,156.839,19.256,0,0,0,176.095,176.095,5123.945,4947.850
00424,152.975,20.008,0,0,0,172.983,172.983,5152.520,4979.537
00425,160.605,17.276,0,0,0,177.881,177.881,177.881,4627.819
00426,160.744,15.218,0,0,0,175.962,175.962,5995.156,5819.194
00427,164.821,13.890,0,0,0,178.711,178.711,6003.942,5825.231
00428,161.952,16.351,0,0,0,178.303,178.303,178.303,5576.382
00429,162.018,17.611,0,0,0,179.629,179.629,179.629,5656.696
00430,158.392,15.931,0,0,0,174.323,174.323,174.323,751.084
00431,161.934,16.796,0,0,0,178.730,178.730,178.730,5566.580
00432,154.308,16.735,0,0,0,171.043,171.043,171.043,5272.429
